user_id,rec
691,"[ 1050851  1006184   825365  1044078  1070820   916122   834117   995965
   893018  1127831   909714  5569327  5569471   844179  9677236   948670
   913210   919423   910473 12301405   892314   839656   946839   897954
  1072968   838186  1072523  1099089   839419   957736   846417  1042907
  1119761   906844   938300  1012587   944137  1113111   825749  5981072
   904129   906923  1072799   935317  1029743  1126899  1075368  1026118
   986912   902094   961979   993638   976199   880150  1043751  1027168
  5585510 12301100  1048507  6442594   835098   885863   933835   887474
   857503  1013928   930118  1070272  8273833   852856   860248   849202
   985999  1034176   909268  9527159  1123022   999858   933067  8065410
   904997   871611  5569374   908318  1110218 12811532 12384775  1081177
   910673  5592888   999270  1123842   996070 12301109   831628   917816
   866211   957951   906838   854405]"
692,"[ 1104343   965842  1135834  1019643  1026118  6034857   871611   878996
   916122   844179  1098284   866211   865026   910473  1034176   901776
  1024306  1125278  1057102   996028   944486   999250   854852   878285
  6602729   985999  1076056 12810464  6533608   995478   930118  1055503
  8203834  1070820  1075368   963835  1092303   986912   901062   965267
 13506200  9835509  1135476  6602697  5568489   944836   860299   863447
  8090532   852856  1022097  7024990   823721   951412  1072799   891961
  1127179  1062128   866878   995628  1058404  1043494  1050851 12731436
   966684   856942  1132771  1070272 12349795  1136719  1137775   948650
  1051211   835300  6534077   946995   835098   880427   934639  5568447
 12301073   887102  1105488  1130375   981086  1080853 12301109   896613
  8090440   952972   897954   961979   993638  1081177  1119405   849202
  1127831   833724   999858  6391381]"
693,"[  960732  1029743   883932  1082212   999858   916122   849202  1070820
  1122358   854852   933835   872137   844179   995965   951412   909714
  1004906   899624   848319  5563693  1087102  1138443   944836  5569230
   866211  1065538  8203834   965267   995478   965842   948670  6442594
   874972  1070702  8177622  1112238   897954 12349795 12301109  5592888
  8090536   908318  1115576   912704  1022097  5569471 12301839   882247
   985999   891961   823721 12301073   857503 12810393  1101706   866755
  5568447  1079987   845307  1002771   991223  1119405   859427  6602729
   878285  1104343  1110218  6034857   986912   993638 12731436  1044759
   944137  1000237   865705  1070272 12301405   970747  9835509  1137775
  8090532   833724  1055425  1013167  9553288   925862  1076056   906838
  1121384   952972  5568249  1000753  1070845  8065410  7139529  1041796
   852856  8090440  6602697  1006878]"
694,"[ 8090537  1037840  1082185  1101010   883932   819978   844179  1125278
  1106523  1029743   879504   933835 12731436  1004906   916122 12301109
  1044078   910032   866211  1076056  1031316  9527159  5569230  5569471
  1038663   934639  1002771   999250   961979  1068292  1112238  5569845
  9707240   941361  1122358   986912  1075368  1026118  1012587  5582712
   999858  5569374   972665  1131344   834117  1006878 12301073 10344585
   825749  9836106   949294   901666   878285   970747   910473  1025581
   947858   835530  1062128  1020581  1081177   860248 12301100  7442008
   904997   930118  5568197  5981072 12301839  5568378  1137346   902172
   825994   985999   940947  8090521   835300  1097001  1051323  8177622
  1056509  5568489  1137775  5587656  5585510  8090509   999779   957063
  5590613   965267  8090536   908318 12302069  1021324   993638   957951
  1040807   823721  1013928  8090440]"
695,"[ 1029743   933835   901062   995965   971922   999270   866211   857503
   839656  1068719  1122358   899624   882247  1127831  1006184   865456
   976199  1115175   866355  1105488   933067   839243   904129   878996
   859191   834117  1004906  1056509   951412   907631   844179 12810393
   948670  1051323   957063   823721 12301405   916122   893018  1008547
  5587656  1050851  1038985  1024306   892314   892531   819978  5569327
  1043494 12810422   823704   999714   866871   897954  5590613   998119
   930118   952163   941361  1046545   965267  1106523   839419  1040807
   996070  1110218  9553288  8065410  1012587   957951  6034857   990797
   829852  1128016   909268  5591170   999198  1018007  1042438   871061
  8090521  1062002   969568 12301109   854405   866755   946839 12301073
  1027168   838186  1044759   871756  5591083   849202   845307  1101706
  6463742  1137775   944139   985999]"
696,"[ 1126899   933835   983584  1138443  1121384   971922  1070845   901062
   909714  1004906   976199  1087102  5591170  1104343  1133254  5568729
   852856  1105488   878996   823704  5569845   865174   979707   854852
   866211  6034857  1105917  5569230   848319  1041796  5569471   916122
   925862   854405 12301109  1068719   872137  6534030  8090509   892531
   957951   839419   835278   845307  8090513  1127831  8090536  7139529
  1018007   921504   865705   859427   866871  1022097  1105301   912704
   878285   970747  1075214 10149640   883003  8090537   857503   844179
  8177622  5569374   902172  1018740  1042438  8090532   995478   866755
  5568249   930118   980823  1135222  6442594  9553288   906923   954966
  9553397   935317   834826  1132771   865456   952163   960732  1137775
   863447   999858  1062128  5568489  1000237  1123022   961979   885863
   882247  5570383 10344585  8090521]"
697,"[ 6602697  1070820  1044078  1087102   944836   995965   916122   901062
   866211  1104343  1026118   854852   872137  1138443  1112238   999858
  1081177  6602729  5568729  8203834   944137  1080853   839419   995478
  1127179  1079987  1127831   957736  7024990   991223   845307   880427
  1046756  1101706   935317   930118   857503   996070   985999   897954
  1023720  1092303   848319  1126899  6548453  1022254  9242918  1009187
   865705  1130375   965842   948086   865174  6463742   971922  6034857
   885863 12731436   878996   903800  7139529   825749  1123022   925862
  1099089 12946027   866871  1105488  1014948   882247  1051468  1062002
  1128016  1076056   887102  1055504   909714  1070845  1119405  1004906
   951412   854405   860299   996028   854754   891961  1070272  9835509
  1125278   896613   859427  1062128   844179  5578547  1057102  8090440
   906838   866755   871061  1000237]"
698,"[ 1106523  5568378   866211  6034857  1029743   863447  8090537  1081177
  1026118  1044078   859427  8273833  1074754  1122358   839656  1135258
   999198  7441210   983584  9242918   995478  9553288   972143   901062
   907631   825749 12302069   835098  1072968  8090536   906923   819308
   904997 12301100  6463742   944534  1067695  8090513  8293447   824180
  1004906   896613  1000237   956486   823990  1133254   895166  9553397
   946839   835300  5569327   933067  9677236   933835   916122   854852
   878996   908318  5585510  1119761   825365  1050851  1112238  8090532
 12301109   951412   825994   999858   844179  1068292  1123022  1127831
   976199   892531  1055504  8090521  1072523   985999   854405   910473
  5569230  1051468 12301405 12384775   940947   866355  5569471   917816
  1042438  1002771  1027168   944137   909714   838186   850102  1070272
   857503   998444   999779   990797]"
699,"[ 1029743   999104   883932  1043751  1131438   852856  1074754   902172
   936355   899624   823704  5569230  5569471  5568378   912704   865456
   982790   845307   917033   868683  1098844   965766   990797   907631
   937292   857503  1127831  8090440 12810393   838186   839243  1056509
  1027168   854852  1083446   893018  1024306   824180  1022097  1105301
   892531   965842   944486  9242918   823721  5569845   823990   829291
   866211  6533608  1018740  5585701   961979  1016800   998119   947201
   995896  7441210   824758   965267  1046545  1020581  1126899   986912
   904129  8020001   954966  6034857   976199  5569327  1041796  8065410
   887474  1135222  5568729  1135476   921504  1002850   825994  1100972
  1133254   831628   999714   882247   846417  1071342  1051211  5569374
  1070497   913210  1115576   910032   832678  1115175   926905   830503
   997796   835098  8177622  6514160]"
700,"[ 1000753  1029743  1106523  1122358  1101010  1056509   899624   999858
  1124695  1043751   999270   944139  1021116  9836106  5568378  5569845
  1068292   874972   854852   844179  1132771   937292  1044078  1081177
  1070702   857503   871756  1025535   952972  1046545 12301839  1042907
  1037840  6534077  1131438   839419  1094308   926905   910032   989069
  1012587  1135222   935317   845307   930666 12262778   878996   885863
  8291322   865528   957063   823704  1089954  1055503   933835   965267
  1051211   834117  5568729  1038663  1137775   832678  1018007   850102
  1123842   995896  6464086   865456   949965  1018740  1076056   896862
  5585510  8065410  5569230   993638  1016800   861279  1025611  1004906
   999714   901062  1028995  9707240  1022428 13189726  1074333   947858
  6534480   871061   841220 12301109   883003   835098   892531   865174
  1087102  5569327 12301100  1040807]"
701,"[  839656   824180   835098   944137   937292  5569230   854852   976199
   866211 10344585  8065410  5585510  1055425  5569374   823704  8177622
  1106523   933835   946839  1135834   880150  9835509   838186   863447
   825343   910032   989069  1130858 12810393   914318   828106 12301405
 12301073   878996   960732  1042907 12349795   823990  6464086   887474
   847573   995896  1070820   899624  1098844  1038985   930118  6533608
   901062 12810422   833724   844179  1127831  6534030   896862  1004906
   831628   981086   883932   857503  8020001   825749  1020581  1137775
  6533936   996070   883003 12301109   933067   904129  9833277  6534480
  1124432  1072523  1071342 12811532  7441210   874972  1131344  1101010
  5569845  6533362   948650   848029   944534   897954  5569471   944836
   841220   830503   999858 12301839  1081177   865528  1123842   965267
   999270  1050851   835530  1043751]"
702,"[ 1029743   913210  1094308   989069  1106523   844179   912704  1056509
  1022097   916122   899624  1051323   865456   863447  1004906   852856
  1105488  1126899  5585510  1128240   854852  8090521   999779  5569471
   944534  1127758  5569230   834117   878996  1127831  8090509  6602697
  1006184  1102067   838186  8090537   960732  1087102   871756   828106
   957736  1044078   866211  1038663  1006878   897954   823990   985999
  8090532  8177622   952163  1046545   965267   865174  1020581  1023720
  1029894  1122358  1068719   825343  5568729   917816  6534030   896613
   819978   947858  1025535   866871   836445  1014948   839419  1002771
 12810391   846823  1025581   941361   835278 10344585  8090545   825994
   857006   901062 12810393   854405   948650  5568249  1051211  5569845
  1074333   996028  1112238  1025611   831628  1068292  8090513  5568378
   933835   880150  8090536  5569374]"
703,"[ 1041796  1127831  1043751  1057102   909714   901776  5569230  1028995
   946995  1104343   902172  5582712   887102   844179   965766  5568729
  1070702  8090537   883003   866211   865456  1138443   916122   940947
   995965   859427  8090536  1050851   850102   910473  1044078   885863
  1115175 12810464   938300  1009187   823704 12262778 12810393  1018740
   999858   839656   995478  1000237   852856  1070845   968072   985999
   921504  6463742   866755  1072799  8203834   906923   935317  1126899
  6034857  9242918   824758   986912   848319  1123022  8090532  1071342
  1020581  1070497   908283 12262978  1046756  1101706   953561   880427
  1022097  5569471   961979  1013167  1137775  1062128  1000753  1132771
   823721   845307 12301109 12263692 12262830  1105301   999250   970747
  8090521  8090509   827656  1087102   946839  5568489   854405   908318
  7139529   971922  5569845   874972]"
